place_fips,place_name,state,pop_2010,asthma_prev,copd_prev,chd_prev,stroke_prev,smoking_prev,diabetes_prev,inactivity_prev,phlth_prev,mhlth_prev,year
0669088,Santa Clarita,CA,176320,7.9,4.8,5.2,2.3,13.5,8.4,18.2,10.9,10.8,2016
0650076,Murrieta,CA,103466,8.4,5.1,5.2,2.4,14.5,8.3,20.3,10.9,11.1,2016
0807850,Boulder,CO,97385,8.6,4.1,4.4,2.2,12.1,5.4,11.6,8.8,8.7,2016
0632548,Hawthorne,CA,84293,9.1,5.8,6.2,3.4,16.4,13.2,26.6,15.3,13.6,2016
0680238,Tracy,CA,82922,8.5,5.4,5.5,2.7,15.2,9.6,24.5,12.1,11.8,2016
0653322,Oceanside,CA,167086,8.5,5.8,5.7,2.7,15.3,9.8,22.6,12.2,12.4,2016
0680812,Turlock,CA,68549,9.1,6.5,6.1,2.9,17.1,9.8,24.1,13.8,13.3,2016
0668252,San Mateo,CA,97207,7.6,4.1,4.6,2.1,11.3,7.9,18.3,9.4,9.6,2016
0135896,Hoover,AL,81619,8.2,5.3,5.4,2.2,13.2,7.7,17.8,10.0,10.8,2016
0644000,Los Angeles,CA,3792621,8.5,5.7,6.0,3.1,15.6,11.7,25.1,14.7,13.0,2016
0203000,Anchorage,AK,291826,8.6,5.0,5.0,2.6,18.3,8.2,19.2,9.9,9.4,2016
0630000,Glendale,CA,191719,8.4,5.8,5.6,2.7,15.3,9.0,20.5,12.3,12.0,2016
0668378,San Ramon,CA,72148,7.0,3.3,4.0,1.7,8.9,6.6,14.8,7.3,7.8,2016
0650258,Napa,CA,76915,8.8,5.9,5.7,2.6,15.5,8.8,21.6,12.4,12.3,2016
0660102,Redwood City,CA,76815,8.0,4.6,5.0,2.3,12.4,8.5,19.9,10.7,10.6,2016
0602364,Apple Valley,CA,69135,9.5,6.9,6.1,3.0,18.1,10.0,23.1,14.0,13.7,2016
0613210,Chino,CA,77983,8.2,5.1,5.5,2.6,14.2,10.4,22.4,12.4,11.5,2016
0918430,Danbury,CT,80893,9.1,5.8,5.5,2.6,19.2,8.5,22.6,10.4,11.8,2016
0639892,Lakewood,CA,80048,7.8,4.7,5.1,2.4,13.5,9.1,19.7,11.0,10.8,2016
0535710,Jonesboro,AR,67263,9.4,8.0,7.4,3.2,24.3,10.3,30.1,14.6,13.9,2016
0681554,Vacaville,CA,92428,8.6,5.4,5.6,2.6,15.6,8.9,19.8,11.3,11.5,2016
0973000,Stamford,CT,122643,8.6,4.9,5.0,2.4,16.0,8.2,20.0,9.1,10.3,2016
0608786,Buena Park,CA,80530,7.9,4.9,5.0,2.5,14.0,9.9,24.4,11.8,11.2,2016
0654652,Oxnard,CA,197899,8.7,5.7,6.2,3.0,15.5,12.2,29.2,15.3,13.5,2016
0636000,Huntington Beach,CA,189992,8.0,4.7,4.8,2.2,13.2,7.4,18.0,9.8,10.4,2016
0658072,Pomona,CA,149058,8.5,5.9,6.4,3.2,16.3,13.4,28.5,16.4,13.8,2016
0862000,Pueblo,CO,106595,9.1,5.8,5.7,3.0,20.5,9.6,23.8,13.5,12.0,2016
0427400,Gilbert,AZ,208453,9.0,4.9,4.8,2.2,14.7,7.1,15.6,8.8,9.6,2016
0623182,Fairfield,CA,105321,8.9,5.7,5.6,2.9,15.8,10.2,22.8,12.5,12.2,2016
1207300,Boca Raton,FL,84392,7.7,5.2,5.3,2.2,15.1,7.3,17.6,9.6,10.7,2016
0682996,Vista,CA,93834,8.8,6.5,6.2,2.9,16.6,10.8,25.4,14.0,13.5,2016
0665000,San Bernardino,CA,209924,10.3,8.0,7.3,4.0,20.0,14.2,31.5,19.0,16.3,2016
0670098,Santa Rosa,CA,167815,8.8,5.6,5.4,2.5,15.1,8.5,20.1,11.9,12.2,2016
0646842,Menifee,CA,77519,8.8,5.9,5.8,2.7,16.2,9.2,22.8,12.5,12.3,2016
0657792,Pleasanton,CA,70285,7.4,3.8,4.3,1.9,10.2,6.7,15.1,8.1,8.6,2016
1214400,Coral Springs,FL,121096,8.1,5.7,5.6,2.6,15.5,8.9,20.4,10.5,11.6,2016
0455000,Phoenix,AZ,1445632,10.2,7.1,6.1,3.1,19.6,10.2,24.1,13.8,13.1,2016
0678120,Temecula,CA,100097,8.3,5.0,5.1,2.3,14.3,8.2,19.9,10.6,10.9,2016
0613588,Citrus Heights,CA,83301,9.4,6.6,5.9,2.8,18.9,8.8,20.4,12.8,13.2,2016
0680854,Tustin,CA,75540,8.0,4.9,5.0,2.4,13.3,9.1,22.4,11.4,11.0,2016
0643000,Long Beach,CA,462257,8.6,5.6,5.8,3.0,15.6,11.1,23.9,13.9,12.7,2016
0677000,Sunnyvale,CA,140081,7.0,3.5,4.2,1.9,9.3,7.6,16.9,8.2,8.2,2016
0662000,Riverside,CA,303871,9.1,6.2,6.1,3.0,16.9,10.8,26.7,14.5,13.3,2016
0137000,Huntsville,AL,180105,9.6,7.5,6.7,3.2,21.3,10.7,24.9,13.9,14.0,2016
0980000,Waterbury,CT,110366,11.2,7.5,6.5,3.4,21.9,11.2,29.0,13.7,14.5,2016
0606000,Berkeley,CA,112580,8.2,4.3,4.7,2.3,11.3,7.8,16.5,9.4,9.8,2016
0608954,Burbank,CA,103340,7.9,4.8,5.2,2.3,13.4,8.3,18.0,10.8,10.7,2016
0812815,Centennial,CO,100377,7.7,3.6,3.9,1.9,12.7,5.4,12.2,7.3,7.9,2016
0616350,Corona,CA,152374,8.4,5.2,5.4,2.6,14.6,9.7,23.3,12.1,11.6,2016
0937000,Hartford,CT,124775,12.1,8.0,7.2,4.4,21.6,15.5,33.8,16.9,15.9,2016
0633434,Hesperia,CA,90173,9.7,7.6,6.8,3.4,19.1,11.7,26.8,16.3,14.9,2016
0477000,Tucson,AZ,520116,10.4,7.4,6.1,3.1,19.2,10.0,22.6,13.8,13.3,2016
0816000,Colorado Springs,CO,416427,8.5,4.9,4.9,2.5,17.2,7.1,17.0,10.1,10.0,2016
0541000,Little Rock,AR,193524,9.3,6.7,6.7,3.4,20.8,11.8,26.7,12.9,12.5,2016
0616000,Concord,CA,122067,8.5,5.2,5.3,2.4,14.5,8.7,21.6,11.7,11.5,2016
0629000,Garden Grove,CA,170883,7.9,5.3,5.3,2.7,15.4,10.8,28.1,13.0,12.0,2016
0669000,Santa Ana,CA,324528,8.8,6.0,6.3,3.1,17.1,13.4,32.5,16.9,14.5,2016
0602252,Antioch,CA,102372,9.1,5.9,5.8,2.9,16.1,10.3,24.4,13.2,12.6,2016
0640130,Lancaster,CA,156633,9.2,6.9,6.6,3.5,18.2,11.9,25.5,15.5,14.1,2016
0454050,Peoria,AZ,154065,9.6,6.0,5.3,2.5,17.4,7.9,18.6,10.6,11.2,2016
0624638,Folsom,CA,72203,7.8,4.3,4.7,2.1,13.5,7.1,15.2,8.9,9.5,2016
0685292,Whittier,CA,85331,7.6,4.6,5.4,2.4,12.9,10.3,21.5,12.4,11.3,2016
0621712,El Cajon,CA,99478,9.6,7.7,6.5,3.3,19.2,10.8,26.1,15.1,14.9,2016
0651182,Newport Beach,CA,85186,7.7,3.9,4.4,1.9,10.5,6.1,13.8,7.9,8.7,2016
0908000,Bridgeport,CT,144229,10.5,7.1,6.5,3.7,22.6,12.5,29.7,14.0,14.3,2016
1212875,Clearwater,FL,107685,8.9,7.3,6.4,2.9,22.6,9.2,21.9,12.7,13.6,2016
0668000,San Jose,CA,945942,7.8,4.4,4.8,2.3,12.2,9.4,21.7,10.7,10.3,2016
0648354,Modesto,CA,201165,9.3,6.8,6.3,3.1,18.0,10.4,25.6,14.7,14.0,2016
0645484,Manteca,CA,67096,9.0,6.1,5.9,2.8,16.9,9.5,25.1,13.0,12.8,2016
0404720,Avondale,AZ,76238,9.9,6.5,6.1,3.1,18.5,11.0,24.3,13.5,12.6,2016
0613214,Chino Hills,CA,74799,7.2,3.8,4.3,2.0,10.7,8.3,17.8,9.0,8.9,2016
0659451,Rancho Cucamonga,CA,165269,8.2,4.8,5.0,2.4,13.1,8.9,18.8,10.7,10.6,2016
0660466,Rialto,CA,99171,9.6,6.6,6.6,3.5,17.3,13.4,28.6,16.5,14.5,2016
0682954,Visalia,CA,124442,9.0,6.4,6.1,2.9,15.7,10.2,25.1,14.1,13.2,2016
0653980,Orange,CA,136416,8.2,5.1,5.2,2.4,14.0,8.8,21.5,11.4,11.3,2016
0636448,Indio,CA,76036,9.1,6.4,6.5,3.1,17.3,11.8,29.6,16.3,14.3,2016
0846465,Loveland,CO,66859,8.8,4.8,4.6,2.3,15.7,6.0,15.1,9.5,9.6,2016
0664224,Salinas,CA,150441,9.0,6.4,6.6,3.2,17.6,12.8,30.1,16.9,14.8,2016
0678582,Thousand Oaks,CA,126683,8.0,4.4,4.7,2.1,11.8,6.9,16.8,9.2,9.8,2016
0681204,Union City,CA,69516,7.2,3.9,4.4,2.2,11.8,9.7,22.9,10.1,9.6,2016
0150000,Mobile,AL,195111,10.7,8.7,7.6,4.1,22.0,13.8,27.4,16.3,15.8,2016
0648256,Mission Viejo,CA,93305,7.8,4.3,4.6,2.0,11.9,6.9,16.2,8.9,9.6,2016
1077580,Wilmington,DE,70851,11.0,7.2,6.5,4.2,24.6,13.8,31.4,14.8,14.4,2016
0611194,Carlsbad,CA,105328,7.8,4.5,4.8,2.1,11.6,7.2,15.8,8.9,9.8,2016
0950370,New Britain,CT,73206,10.8,7.2,6.4,3.2,19.7,11.1,27.7,13.7,14.0,2016
0667000,San Francisco,CA,805235,7.7,4.3,4.7,2.3,12.8,8.9,20.1,10.1,9.8,2016
0670000,Santa Monica,CA,89736,7.6,4.0,4.7,2.1,10.7,7.2,14.2,8.9,9.2,2016
0803455,Arvada,CO,106433,8.5,4.5,4.5,2.2,16.5,5.8,14.4,8.9,9.3,2016
0619766,Downey,CA,111772,7.7,4.8,5.7,2.6,13.5,11.2,23.8,13.3,11.8,2016
0633182,Hemet,CA,78657,10.1,8.0,6.8,3.4,20.5,11.1,29.1,16.6,15.4,2016
0485540,Yuma,AZ,93064,9.4,7.0,6.4,3.1,17.7,11.1,24.9,14.0,13.2,2016
0820000,Denver,CO,600158,8.8,4.8,4.9,2.7,17.0,7.7,16.7,11.1,10.1,2016
0656700,Perris,CA,68386,9.6,6.9,7.0,3.7,18.7,14.2,33.3,18.0,15.3,2016
0622020,Elk Grove,CA,153015,8.2,4.7,4.9,2.4,14.3,9.0,19.3,10.4,10.6,2016
0636546,Inglewood,CA,109673,9.9,6.2,6.5,4.1,17.4,14.8,27.9,16.5,14.5,2016
0473000,Tempe,AZ,161719,9.7,6.2,5.5,2.7,17.5,8.5,19.4,11.3,11.5,2016
0675000,Stockton,CA,291707,9.4,6.7,6.4,3.4,18.0,12.1,31.0,15.7,14.1,2016
0604982,Bellflower,CA,76616,8.5,5.8,6.0,3.0,16.0,11.9,25.9,14.6,13.0,2016
0845970,Longmont,CO,86270,8.9,4.9,4.9,2.5,14.5,6.4,14.8,10.5,10.0,2016
0446000,Mesa,AZ,439041,10.1,6.9,5.9,2.9,19.3,8.9,21.3,12.3,12.4,2016
0641992,Livermore,CA,80968,8.1,4.7,4.9,2.2,12.8,7.5,17.2,9.8,10.3,2016
1216725,Deerfield Beach,FL,75018,9.4,7.9,6.7,3.4,21.3,10.6,25.7,13.9,14.7,2016
0684550,Westminster,CA,89701,7.9,5.5,5.2,2.7,15.8,10.8,28.7,12.9,12.0,2016
0615044,Compton,CA,96455,10.2,7.1,7.3,4.6,19.4,16.5,32.2,19.1,16.1,2016
0659920,Redding,CA,89861,9.8,7.2,6.1,2.9,18.6,8.6,20.7,13.3,13.6,2016
0652526,Norwalk,CA,105549,7.8,5.0,5.8,2.7,14.4,12.2,26.0,14.2,12.3,2016
0660620,Richmond,CA,103701,9.5,5.9,5.9,3.4,16.2,12.1,27.3,14.4,13.2,2016
0613392,Chula Vista,CA,243916,7.7,4.8,5.4,2.5,12.8,11.1,24.0,12.1,11.4,2016
0602000,Anaheim,CA,336265,8.4,5.5,5.6,2.7,15.2,10.5,26.2,13.4,12.5,2016
0883835,Westminster,CO,106114,8.5,4.6,4.6,2.3,17.0,6.7,16.1,9.4,9.4,2016
0624680,Fontana,CA,196069,8.9,5.9,6.1,3.1,15.6,12.4,26.6,15.0,13.2,2016
0668084,San Leandro,CA,84950,8.2,4.9,5.0,2.6,13.9,9.8,23.4,11.5,11.1,2016
1210275,Cape Coral,FL,154305,8.5,6.8,6.2,2.7,20.6,8.6,20.8,11.8,13.0,2016
0682590,Victorville,CA,115903,9.9,7.5,6.8,3.6,19.1,12.7,27.8,16.6,14.9,2016
0566080,Springdale,AR,69797,9.5,9.0,8.0,3.5,25.6,11.9,33.6,17.1,15.2,2016
0412000,Chandler,AZ,236123,9.1,5.3,5.0,2.4,15.3,7.7,17.4,9.7,10.2,2016
0644574,Lynwood,CA,69772,9.5,6.8,7.5,4.0,18.6,16.4,34.0,20.2,16.3,2016
0669070,Santa Barbara,CA,88410,8.5,5.1,5.3,2.4,13.5,8.5,19.0,11.4,11.3,2016
0628000,Fullerton,CA,135161,8.0,4.9,5.0,2.4,13.7,9.1,22.5,11.4,11.1,2016
0649270,Moreno Valley,CA,193365,9.5,6.4,6.3,3.4,17.7,12.5,29.3,15.6,14.1,2016
0827425,Fort Collins,CO,143986,8.8,4.6,4.6,2.3,14.7,6.1,14.5,9.5,9.4,2016
0611530,Carson,CA,91714,7.9,4.5,5.2,2.9,13.7,11.7,23.8,12.3,11.2,2016
1150000,Washington,DC,601723,10.2,5.1,4.8,3.5,18.0,10.0,20.5,9.8,10.9,2016
0804000,Aurora,CO,325078,9.0,5.3,5.0,2.8,18.2,8.4,19.9,11.5,10.9,2016
0603666,Baldwin Park,CA,75390,7.9,5.1,6.1,2.9,15.3,13.7,30.0,16.1,13.3,2016
0622230,El Monte,CA,113475,8.2,5.8,6.3,3.2,17.0,14.4,33.0,17.4,14.2,2016
0523290,Fayetteville,AR,73580,8.9,7.1,6.8,2.8,21.3,9.3,25.0,12.9,12.5,2016
0664000,Sacramento,CA,466488,9.3,6.3,5.9,3.1,17.9,11.1,24.1,13.9,13.2,2016
0151000,Montgomery,AL,205764,10.8,8.6,7.2,4.1,21.3,13.3,27.9,16.2,15.5,2016
0673080,South Gate,CA,94396,8.6,5.8,6.9,3.2,16.5,15.0,31.9,18.6,14.9,2016
0681344,Upland,CA,73732,8.6,5.4,5.3,2.6,14.3,9.3,20.8,12.0,11.7,2016
0647766,Milpitas,CA,66790,6.7,3.5,4.0,2.0,10.4,9.0,21.1,8.8,8.6,2016
0656000,Pasadena,CA,137122,7.8,4.5,5.1,2.5,12.4,9.5,19.2,11.2,10.5,2016
0680000,Torrance,CA,145438,6.9,3.8,4.4,2.0,11.0,8.0,17.4,9.0,9.0,2016
0617918,Daly City,CA,101123,6.9,3.7,4.3,2.1,11.1,9.6,23.2,9.7,9.2,2016
0471510,Surprise,AZ,117517,9.6,5.9,5.3,2.5,17.4,7.9,18.5,10.5,11.2,2016
0952000,New Haven,CT,129779,11.1,6.8,6.2,3.7,19.6,12.3,28.1,13.1,13.4,2016
0636770,Irvine,CA,212375,7.2,3.7,4.2,2.0,10.1,7.2,17.2,8.3,8.6,2016
0633000,Hayward,CA,144186,8.4,5.2,5.4,2.8,14.5,10.8,24.7,12.7,11.9,2016
0653896,Ontario,CA,163924,9.0,6.1,6.2,3.1,16.2,12.3,27.1,15.5,13.6,2016
0666000,San Diego,CA,1307402,8.0,4.9,5.2,2.5,13.1,9.5,21.0,11.0,11.0,2016
0669196,Santa Maria,CA,99553,9.6,7.1,6.8,3.3,18.3,12.6,30.0,17.5,15.3,2016
0649670,Mountain View,CA,74066,7.3,3.6,4.2,1.9,9.4,7.3,15.7,8.2,8.4,2016
0659962,Redlands,CA,68747,8.5,5.1,5.1,2.4,13.7,8.5,18.9,11.1,11.2,2016
1871000,South Bend,IN,101168,11.5,8.7,7.0,3.7,25.0,12.1,29.6,15.0,14.9,2016
3006550,Billings,MT,104170,9.6,6.0,5.2,2.6,21.6,7.7,20.3,11.7,10.8,2016
2555745,Quincy,MA,92271,10.7,6.2,5.2,2.4,16.8,9.0,21.4,10.4,11.6,2016
1217200,Deltona,FL,85182,9.0,7.5,6.7,3.0,23.0,10.9,25.9,13.3,14.0,2016
2255000,New Orleans,LA,343829,9.0,6.9,7.7,4.3,23.6,13.0,28.2,14.9,13.5,2016
3684000,Yonkers,NY,195976,9.8,5.8,5.5,2.8,16.0,10.2,26.5,12.4,12.3,2016
2674900,Southfield,MI,71739,11.5,6.3,6.0,3.5,17.6,12.1,23.6,11.3,11.8,2016
1235000,Jacksonville,FL,821784,9.2,7.4,6.4,3.4,21.1,10.6,25.5,12.9,13.8,2016
2688940,Wyoming,MI,72125,10.4,7.8,6.7,2.9,20.4,9.9,26.3,13.1,13.0,2016
1245000,Miami,FL,399457,8.5,6.6,7.2,3.6,18.9,14.4,32.8,16.6,14.8,2016
1768003,Schaumburg,IL,74227,8.2,4.4,4.6,2.2,14.4,7.3,19.1,8.6,8.8,2016
3231900,Henderson,NV,257729,8.6,6.2,5.6,2.5,17.7,8.5,20.5,10.5,10.6,2016
3451000,Newark,NJ,277140,10.9,8.4,7.6,4.6,24.0,15.7,35.8,17.5,15.7,2016
3714100,Concord,NC,79066,8.5,6.9,6.5,3.1,20.1,9.4,22.5,12.3,12.1,2016
1703012,Aurora,IL,197899,9.5,6.1,6.3,3.1,17.6,11.1,27.0,13.2,11.8,2016
1271000,Tampa,FL,335709,9.3,7.1,6.5,3.4,19.9,11.5,23.3,13.4,13.7,2016
0015003,Honolulu,HI,953207,8.6,3.7,4.1,2.5,15.5,9.1,22.2,8.8,8.9,2016
1276600,West Palm Beach,FL,99919,9.0,7.0,6.5,3.3,19.5,11.0,24.9,13.4,13.5,2016
1751622,Naperville,IL,141853,8.1,3.7,4.5,1.9,11.3,6.7,15.9,7.4,7.8,2016
1253000,Orlando,FL,238300,9.2,7.0,6.5,3.4,18.9,11.2,26.3,13.2,13.5,2016
2634000,Grand Rapids,MI,188040,11.0,7.9,6.8,3.3,20.5,11.0,27.0,13.9,13.5,2016
2751730,Plymouth,MN,70576,8.2,3.3,4.3,1.9,12.6,5.9,14.4,6.4,7.1,2016
3474630,Union City,NJ,66455,8.8,6.1,7.1,3.0,18.0,14.0,36.0,16.4,13.5,2016
1258715,Port St. Lucie,FL,164603,9.0,7.2,6.4,3.0,21.2,9.6,23.4,12.6,13.7,2016
1714000,Chicago,IL,2695598,10.2,6.1,6.0,3.7,19.1,12.4,27.6,13.5,12.1,2016
2509000,Brockton,MA,93810,13.8,9.4,7.0,3.5,26.0,12.4,28.8,15.3,16.6,2016
3436000,Jersey City,NJ,247597,8.9,5.8,6.0,3.1,16.2,11.3,28.6,12.2,11.1,2016
1772000,Springfield,IL,116250,10.3,6.5,5.9,2.9,19.9,9.3,24.7,11.9,11.9,2016
2052575,Olathe,KS,125872,8.0,5.0,4.9,2.3,15.2,8.0,19.6,8.2,8.4,2016
1304204,Augusta,GA,195844,10.2,8.0,6.7,4.2,21.8,14.4,28.1,14.9,14.3,2016
3649121,Mount Vernon,NY,67292,11.4,6.4,5.7,3.7,18.0,12.5,28.0,13.1,13.2,2016
2621000,Dearborn,MI,98153,11.3,9.6,7.3,3.2,25.8,9.5,25.6,14.0,14.6,2016
2706616,Bloomington,MN,82893,8.7,4.0,4.7,2.2,15.5,6.7,17.5,7.7,8.3,2016
2205000,Baton Rouge,LA,229493,8.9,7.1,7.7,4.0,22.8,12.6,30.4,14.4,13.6,2016
3345140,Manchester,NH,109565,11.1,7.1,5.8,2.7,19.8,9.0,21.6,11.8,12.0,2016
1822000,Evansville,IN,117429,11.0,9.0,6.9,3.3,25.3,10.5,28.9,14.3,14.4,2016
2938000,Kansas City,MO,459787,10.3,7.3,6.5,3.5,22.3,11.5,25.7,13.7,12.6,2016
2270000,Shreveport,LA,199311,9.3,7.5,7.8,4.2,25.9,12.7,31.7,15.3,14.2,2016
2941348,Lee's Summit,MO,91364,8.9,5.4,5.3,2.3,17.6,7.7,18.0,9.7,9.9,2016
2676460,Sterling Heights,MI,129699,10.1,7.4,6.5,2.7,22.9,8.7,24.7,11.5,12.1,2016
1224000,Fort Lauderdale,FL,165521,9.0,7.0,6.4,3.2,19.2,10.2,23.2,12.5,13.5,2016
1973335,Sioux City,IA,82684,8.7,6.3,6.0,2.9,22.8,9.7,27.7,11.7,10.8,2016
1238250,Lakeland,FL,97422,9.7,8.2,6.9,3.4,21.9,10.7,26.0,13.8,14.7,2016
1810342,Carmel,IN,79191,8.3,4.3,4.7,1.9,11.8,6.8,15.0,7.1,8.3,2016
2680700,Troy,MI,80980,8.7,4.9,5.2,2.1,13.3,7.4,17.6,8.2,9.0,2016
2239475,Kenner,LA,66702,7.9,6.2,7.2,3.1,21.0,10.6,29.1,13.3,12.4,2016
2562535,Somerville,MA,75754,11.5,5.9,5.5,2.5,14.9,8.8,20.2,10.5,11.6,2016
1304000,Atlanta,GA,420003,9.4,6.5,6.1,4.1,16.6,13.5,22.4,12.8,12.0,2016
1608830,Boise City,ID,205671,8.9,5.0,5.4,2.6,16.4,6.9,16.4,10.0,10.4,2016
3563460,Rio Rancho,NM,87521,9.0,5.3,5.2,2.4,16.2,8.2,18.3,11.0,10.8,2016
1912000,Cedar Rapids,IA,126326,8.4,5.3,5.4,2.5,18.7,8.4,23.1,9.6,9.4,2016
1263000,St. Petersburg,FL,244769,9.1,7.2,6.4,3.1,22.3,9.7,21.5,12.4,13.4,2016
2970000,Springfield,MO,159498,10.2,8.6,6.8,3.2,24.4,10.0,26.2,14.7,13.9,2016
3650617,New Rochelle,NY,77062,9.5,5.3,5.2,2.6,14.4,9.3,23.3,10.9,11.1,2016
1367284,Roswell,GA,88346,7.5,4.4,4.7,2.1,12.2,7.9,15.7,8.8,9.3,2016
2507000,Boston,MA,617594,12.1,6.7,6.0,3.1,17.4,10.8,21.6,12.3,13.4,2016
1831000,Hammond,IN,80830,10.9,8.9,7.3,3.6,27.2,13.0,32.2,15.8,15.0,2016
2537000,Lowell,MA,106519,12.1,7.5,6.3,2.9,19.9,10.8,27.8,13.5,14.3,2016
3474000,Trenton,NJ,84913,11.3,8.8,7.9,4.7,27.0,15.2,34.8,17.7,16.0,2016
1243975,Melbourne,FL,76068,8.9,7.2,6.2,2.9,21.6,9.0,22.7,12.0,13.2,2016
1757225,Palatine,IL,68557,8.4,4.5,4.8,2.2,14.9,7.4,19.3,9.1,9.3,2016
3673000,Syracuse,NY,145170,12.1,9.1,7.0,4.0,24.1,11.8,30.7,16.0,15.8,2016
3137000,Omaha,NE,408958,8.3,5.7,5.6,2.9,20.4,9.4,22.3,10.2,9.5,2016
2629000,Flint,MI,102434,13.3,11.4,8.4,5.2,28.5,15.8,36.4,18.7,17.4,2016
2743000,Minneapolis,MN,382578,9.6,4.8,5.4,2.9,17.4,8.6,20.6,9.5,9.6,2016
2038900,Lawrence,KS,87643,9.4,5.9,5.5,2.6,17.3,8.4,20.2,9.6,9.5,2016
2534550,Lawrence,MA,76377,13.0,8.7,7.5,3.4,20.9,15.1,34.9,18.6,16.6,2016
3712000,Charlotte,NC,731424,8.4,6.1,6.1,3.3,16.8,10.3,20.5,11.4,11.4,2016
1245975,Miramar,FL,122041,8.3,5.1,5.5,3.0,14.6,11.3,22.4,10.9,11.5,2016
2836000,Jackson,MS,173514,10.0,7.2,6.9,4.8,23.4,15.1,33.0,14.8,14.5,2016
1702154,Arlington Heights,IL,75101,8.3,4.2,4.6,2.0,14.1,6.6,17.0,8.1,8.6,2016
2954074,O'Fallon,MO,79329,8.6,5.7,5.4,2.3,17.8,7.7,20.5,10.1,10.4,2016
1938595,Iowa City,IA,67862,8.3,4.8,5.3,2.5,16.3,8.0,19.9,9.2,8.9,2016
2829700,Gulfport,MS,67793,9.0,7.4,6.9,3.9,24.1,12.4,30.7,14.1,14.1,2016
2603000,Ann Arbor,MI,113934,9.2,5.0,5.1,2.2,13.1,7.6,16.8,8.6,9.4,2016
