place_fips,place_name,state,pop_2010,asthma_prev,copd_prev,chd_prev,stroke_prev,smoking_prev,diabetes_prev,inactivity_prev,phlth_prev,mhlth_prev,year
2582000,Worcester,MA,,11.4,7.0,6.3,3.2,21.5,10.6,27.1,13.4,14.4,2018
1703012,Aurora,IL,,9.2,6.2,6.2,3.1,17.3,11.1,27.2,13.1,11.8,2018
5323515,Federal Way,WA,,9.7,5.8,5.7,3.0,14.5,9.6,18.4,11.7,12.1,2018
0670000,Santa Monica,CA,,7.7,4.0,4.1,2.1,9.5,6.8,12.6,8.5,9.4,2018
1827000,Gary,IN,,13.0,9.3,7.9,5.9,26.4,18.9,39.1,18.2,16.3,2018
5305280,Bellingham,WA,,10.1,6.3,5.8,2.9,15.8,8.4,16.1,12.1,12.8,2018
5305210,Bellevue,WA,,7.9,3.6,4.2,2.0,8.7,6.9,12.0,7.6,8.3,2018
3651000,New York,NY,,10.5,6.0,5.8,3.2,16.2,11.6,28.2,12.4,12.2,2018
2680700,Troy,MI,,8.7,4.9,4.9,2.1,14.4,7.1,17.1,9.1,9.9,2018
0669070,Santa Barbara,CA,,8.4,4.9,5.0,2.4,12.2,8.4,17.6,10.7,11.0,2018
0651182,Newport Beach,CA,,7.8,3.8,4.2,1.9,9.4,6.3,11.1,8.0,8.8,2018
4847892,Mesquite,TX,,9.5,6.7,6.6,3.5,18.8,11.6,29.3,13.1,13.1,2018
2622000,Detroit,MI,,13.9,11.1,8.4,6.3,28.6,17.3,35.7,19.1,17.9,2018
2534550,Lawrence,MA,,11.3,7.7,7.7,3.8,20.6,15.3,34.3,17.2,16.3,2018
0665042,San Buenaventura (Ventura),CA,,8.5,5.2,5.0,2.4,13.2,8.2,18.3,10.6,11.3,2018
0952000,New Haven,CT,,11.2,7.3,6.0,3.8,18.6,12.7,28.0,13.7,13.8,2018
4827684,Frisco,TX,,7.7,3.8,4.4,2.0,11.8,7.6,17.6,8.1,9.0,2018
2071000,Topeka,KS,,10.2,6.8,6.0,3.3,20.5,10.6,25.7,11.9,12.8,2018
0646842,Menifee,CA,,8.7,5.8,5.7,2.8,15.3,9.2,21.6,12.2,12.3,2018
1369000,Savannah,GA,,9.9,8.0,6.5,4.4,21.7,13.9,32.6,14.3,14.0,2018
3684000,Yonkers,NY,,10.7,6.2,5.7,2.9,16.3,10.1,28.8,12.6,12.2,2018
0655156,Palmdale,CA,,9.2,6.6,6.0,3.5,15.7,11.9,24.9,14.8,14.0,2018
1216725,Deerfield Beach,FL,,8.4,7.6,6.4,3.5,19.7,10.9,29.5,13.8,14.3,2018
4009050,Broken Arrow,OK,,9.3,5.8,5.6,2.6,16.6,8.4,23.9,11.4,12.3,2018
4879000,Wichita Falls,TX,,9.1,7.0,6.6,3.3,22.0,12.4,29.6,13.4,13.3,2018
4876000,Waco,TX,,9.9,7.3,6.8,3.9,20.8,13.4,32.2,14.9,14.4,2018
0613392,Chula Vista,CA,,7.9,4.7,5.1,2.6,12.3,10.3,21.0,11.3,11.6,2018
0600884,Alhambra,CA,,6.8,4.0,4.5,2.3,11.2,10.8,22.4,10.3,10.2,2018
3774440,Wilmington,NC,,8.8,6.5,6.1,3.3,19.8,10.1,22.9,12.1,13.3,2018
3231900,Henderson,NV,,8.2,5.9,5.7,2.5,16.8,8.9,20.4,11.5,12.8,2018
2053775,Overland Park,KS,,8.3,4.0,4.4,2.0,12.4,6.8,15.0,7.1,8.4,2018
0643000,Long Beach,CA,,8.6,5.5,5.3,3.0,13.9,10.6,21.6,12.6,12.5,2018
1232000,Hollywood,FL,,7.7,6.7,6.1,3.2,17.3,10.7,29.0,13.0,13.3,2018
0660466,Rialto,CA,,9.9,6.5,6.4,3.6,15.9,13.0,27.0,15.0,14.0,2018
2621000,Dearborn,MI,,11.6,10.4,7.5,3.8,25.8,9.7,25.6,15.7,16.6,2018
0653000,Oakland,CA,,9.7,5.3,5.3,3.2,15.1,11.4,21.7,12.1,12.2,2018
2965000,St. Louis,MO,,11.4,8.2,6.9,4.6,24.7,14.0,29.5,15.9,15.2,2018
0662000,Riverside,CA,,8.7,5.8,5.9,3.0,15.2,10.4,24.4,13.1,12.6,2018
4269000,Scranton,PA,,10.7,7.9,6.9,3.5,22.7,10.5,28.0,14.1,15.2,2018
1714351,Cicero,IL,,9.4,7.0,7.2,3.7,18.7,13.8,36.2,16.5,13.7,2018
1759000,Peoria,IL,,10.1,7.0,6.3,3.5,20.5,10.7,26.2,13.8,13.2,2018
0150000,Mobile,AL,,9.9,8.2,7.2,4.2,20.7,14.5,29.3,15.5,14.8,2018
0639892,Lakewood,CA,,7.9,4.7,4.6,2.4,12.2,8.6,17.6,10.3,10.9,2018
0614218,Clovis,CA,,9.0,5.6,5.2,2.7,14.0,9.0,18.7,11.1,11.8,2018
1982425,Waterloo,IA,,8.9,6.2,6.1,3.4,20.2,10.7,26.4,11.4,12.3,2018
2545000,New Bedford,MA,,13.1,10.0,7.4,3.9,27.3,11.2,30.9,16.5,18.5,2018
0908000,Bridgeport,CT,,10.3,6.6,6.4,3.7,18.4,12.4,28.8,14.7,14.1,2018
0644574,Lynwood,CA,,9.4,6.8,6.8,4.1,16.2,15.0,31.3,17.6,15.2,2018
0622804,Escondido,CA,,8.8,6.2,5.8,3.1,15.7,10.2,22.6,13.2,13.8,2018
1224000,Fort Lauderdale,FL,,8.0,6.8,6.1,3.4,18.1,10.7,27.4,12.7,13.3,2018
3728080,Greenville,NC,,9.4,7.0,6.6,4.0,20.6,12.4,25.0,13.3,14.1,2018
0628000,Fullerton,CA,,8.0,4.8,5.0,2.4,12.4,9.5,18.6,11.0,10.8,2018
0681666,Vallejo,CA,,9.2,5.5,5.5,3.1,14.9,11.4,23.6,11.9,12.1,2018
2706616,Bloomington,MN,,7.8,3.8,4.6,2.2,15.0,6.4,15.5,8.0,9.1,2018
0626000,Fremont,CA,,7.2,3.3,3.9,1.8,10.0,7.9,15.6,7.7,8.4,2018
4848072,Midland,TX,,8.6,5.2,5.5,2.6,16.3,9.8,25.5,11.2,11.2,2018
4858016,Plano,TX,,7.7,4.1,4.7,2.1,12.4,8.3,20.4,8.7,9.5,2018
0639496,Lake Forest,CA,,7.9,4.5,4.7,2.2,11.0,7.9,14.9,9.6,9.7,2018
0660018,Redondo Beach,CA,,7.4,3.7,3.9,1.9,9.3,6.5,12.0,7.9,9.0,2018
3714100,Concord,NC,,8.5,6.6,6.1,3.2,19.3,10.0,24.0,12.1,13.0,2018
0662938,Roseville,CA,,8.5,4.9,4.8,2.3,12.6,7.4,15.9,9.7,10.9,2018
4874144,Tyler,TX,,9.6,6.5,6.3,3.5,19.3,12.2,28.1,13.2,13.0,2018
3611000,Buffalo,NY,,12.6,8.8,7.4,4.4,24.4,13.9,32.9,16.2,15.3,2018
4041850,Lawton,OK,,10.1,8.0,7.1,3.7,22.3,12.0,32.1,14.7,14.9,2018
3665508,Schenectady,NY,,12.3,8.5,7.0,3.6,24.0,11.5,29.1,15.3,15.4,2018
4841464,Laredo,TX,,8.6,6.3,7.5,3.8,16.9,16.9,39.5,17.1,13.8,2018
4550875,North Charleston,SC,,10.1,8.0,7.0,4.4,21.7,14.1,30.3,15.8,15.8,2018
0427820,Glendale,AZ,,10.3,6.8,6.4,3.4,18.6,10.5,26.2,14.1,13.7,2018
0657792,Pleasanton,CA,,7.9,3.5,3.9,1.8,10.0,6.5,12.6,7.6,8.7,2018
1851876,Muncie,IN,,11.3,9.2,7.5,3.9,25.8,12.3,30.5,15.3,16.2,2018
4983470,West Valley City,UT,,9.5,5.9,5.9,3.3,13.4,10.4,22.8,13.4,13.7,2018
3413690,Clifton,NJ,,8.1,5.7,5.4,2.4,16.2,8.3,28.8,11.1,11.3,2018
0656700,Perris,CA,,9.2,6.5,6.9,3.8,16.6,13.6,30.8,15.9,14.1,2018
2537000,Lowell,MA,,10.9,7.0,6.3,3.3,19.9,10.6,27.5,13.5,14.7,2018
4206088,Bethlehem,PA,,10.1,6.4,6.0,2.9,19.3,9.9,27.1,12.5,13.3,2018
1301052,Albany,GA,,10.9,9.0,7.2,5.3,24.4,16.0,37.7,16.4,15.9,2018
4751560,Murfreesboro,TN,,9.9,7.6,6.3,3.0,21.2,10.2,25.5,13.2,13.3,2018
4839148,Killeen,TX,,9.5,6.1,6.2,3.4,19.4,12.8,29.3,13.1,12.7,2018
5167000,Richmond,VA,,10.0,7.0,6.4,4.2,20.5,13.3,27.6,13.2,13.4,2018
4075000,Tulsa,OK,,10.3,7.3,6.6,3.6,19.5,10.9,30.2,14.4,14.2,2018
0629000,Garden Grove,CA,,7.9,5.3,5.6,2.7,14.3,11.6,23.8,12.5,11.7,2018
0669088,Santa Clarita,CA,,8.0,4.8,4.6,2.3,12.1,7.8,16.2,10.2,11.0,2018
1235000,Jacksonville,FL,,8.2,7.7,6.5,3.6,20.2,11.1,28.5,13.4,13.6,2018
0685292,Whittier,CA,,7.7,4.6,4.8,2.4,11.4,9.3,19.3,11.3,11.1,2018
2646000,Lansing,MI,,11.7,8.7,7.2,3.8,23.0,12.2,26.7,15.5,15.0,2018
4813024,Carrollton,TX,,8.1,5.0,5.4,2.6,15.3,9.8,24.2,10.5,10.8,2018
1825000,Fort Wayne,IN,,10.9,7.4,6.7,3.4,21.9,10.9,25.6,13.3,13.4,2018
0843000,Lakewood,CO,,9.0,4.7,5.0,2.5,16.5,6.5,14.9,10.4,10.8,2018
1349000,Macon,GA,,11.1,9.9,7.7,5.7,26.3,17.1,39.2,17.5,16.4,2018
4967000,Salt Lake City,UT,,8.9,4.6,5.1,2.8,10.6,8.9,17.9,11.0,11.8,2018
0665000,San Bernardino,CA,,10.6,8.1,7.4,4.4,18.9,14.6,30.7,17.7,16.1,2018
1225175,Gainesville,FL,,8.4,7.6,6.7,3.7,17.6,11.5,29.3,14.3,13.9,2018
0644000,Los Angeles,CA,,8.5,5.6,5.4,3.1,13.8,11.1,22.7,13.2,12.6,2018
0613210,Chino,CA,,8.7,5.1,5.4,2.6,13.5,10.2,21.2,11.8,11.7,2018
3912000,Canton,OH,,11.3,10.2,7.9,4.4,28.4,13.7,35.4,16.7,16.9,2018
3825700,Fargo,ND,,8.7,4.9,5.5,2.6,16.8,7.9,18.8,8.9,9.5,2018
4843888,Longview,TX,,9.7,7.0,6.5,3.6,20.3,11.9,28.8,13.7,13.6,2018
3268400,Sparks,NV,,8.8,6.3,6.1,3.0,18.4,9.1,22.6,13.7,14.5,2018
1836003,Indianapolis,IN,,10.9,7.6,6.8,3.8,23.8,12.5,27.6,13.3,13.8,2018
5414600,Charleston,WV,,10.9,9.3,7.5,3.2,22.7,11.8,24.3,14.6,14.9,2018
3451000,Newark,NJ,,10.7,8.4,7.7,4.9,22.1,15.3,43.1,17.7,15.2,2018
4803000,Amarillo,TX,,9.2,6.5,6.3,3.1,19.3,10.9,27.8,13.0,13.0,2018
0177256,Tuscaloosa,AL,,9.7,8.3,6.8,4.1,22.1,13.9,30.2,15.6,15.2,2018
1319000,Columbus,GA,,9.5,7.5,6.5,4.1,21.4,13.1,32.4,14.2,13.9,2018
0682590,Victorville,CA,,10.1,7.3,6.8,3.9,17.7,12.8,26.3,15.4,14.7,2018
5584250,Waukesha,WI,,8.6,5.3,5.5,2.5,16.9,8.1,18.4,10.5,11.3,2018
4652980,Rapid City,SD,,8.3,6.0,6.2,3.0,20.0,8.2,19.6,11.6,11.6,2018
0471510,Surprise,AZ,,9.7,5.5,5.3,2.6,16.4,8.2,20.3,11.2,11.9,2018
1702154,Arlington Heights,IL,,8.4,4.5,4.5,2.0,13.3,6.5,16.8,8.6,9.3,2018
2754880,Rochester,MN,,7.9,4.2,4.9,2.4,15.4,7.5,16.8,8.9,9.7,2018
4824000,El Paso,TX,,8.1,5.3,6.4,3.2,15.6,14.5,29.6,14.6,12.4,2018
1724582,Evanston,IL,,8.8,4.4,4.6,2.4,12.5,7.7,17.9,8.9,9.4,2018
5553000,Milwaukee,WI,,11.0,7.2,6.7,4.2,22.2,13.5,28.8,15.0,14.9,2018
0680812,Turlock,CA,,9.3,6.4,6.0,3.0,15.5,10.1,23.8,13.0,13.3,2018
5176432,Suffolk,VA,,9.5,6.1,5.7,3.2,18.9,10.7,24.0,11.4,12.2,2018
0465000,Scottsdale,AZ,,9.1,4.4,4.7,2.1,12.6,6.7,15.6,9.1,10.0,2018
3977000,Toledo,OH,,11.1,9.4,7.8,4.1,26.7,12.9,32.8,15.3,15.8,2018
2954074,O'Fallon,MO,,9.0,5.9,5.2,2.3,18.3,7.8,20.1,10.5,11.7,2018
0670098,Santa Rosa,CA,,9.2,5.6,5.0,2.6,14.6,8.1,19.4,11.3,12.5,2018
4714000,Chattanooga,TN,,10.7,8.8,6.9,4.0,24.1,12.4,29.2,15.3,15.0,2018
0633182,Hemet,CA,,9.7,7.6,6.9,3.7,18.8,11.1,27.2,15.5,14.9,2018
4131250,Gresham,OR,,10.2,6.7,6.2,3.2,20.2,9.3,18.3,12.7,14.0,2018
4810912,Bryan,TX,,9.4,6.5,6.5,3.5,19.0,11.8,27.4,13.9,13.4,2018
5370000,Tacoma,WA,,10.5,6.6,6.1,3.2,18.0,10.0,20.5,13.2,13.5,2018
0608786,Buena Park,CA,,8.0,5.0,5.2,2.6,13.3,10.6,21.1,11.8,11.2,2018
1254000,Palm Bay,FL,,8.6,8.1,6.6,3.5,22.4,11.5,30.3,14.4,14.6,2018
0807850,Boulder,CO,,8.1,4.2,4.5,2.3,12.4,5.7,10.9,9.1,9.7,2018
5101000,Alexandria,VA,,8.1,4.3,4.6,2.3,12.4,8.2,17.6,8.9,9.6,2018
0602252,Antioch,CA,,9.2,5.7,5.6,2.9,15.3,10.2,22.0,12.2,12.5,2018
2537490,Lynn,MA,,11.4,7.3,6.8,3.3,20.7,11.9,27.1,14.2,15.0,2018
2941348,Lee's Summit,MO,,9.1,5.7,5.0,2.3,17.7,7.6,17.0,10.3,11.5,2018
2717000,Duluth,MN,,8.5,5.5,5.7,3.0,21.0,8.3,20.2,11.7,11.5,2018
5322640,Everett,WA,,10.1,6.9,6.1,3.1,17.9,9.2,20.2,12.5,12.6,2018
2758000,St. Paul,MN,,8.4,4.8,5.5,3.1,17.4,9.4,20.1,10.9,10.9,2018
1367284,Roswell,GA,,7.5,4.6,4.7,2.2,12.9,7.5,20.2,8.9,9.8,2018
5116000,Chesapeake,VA,,8.9,5.6,5.4,2.9,16.9,10.1,22.5,10.5,11.5,2018
0641992,Livermore,CA,,8.7,4.6,4.6,2.2,13.1,7.3,15.1,9.5,10.6,2018
0611194,Carlsbad,CA,,7.8,4.0,4.2,2.0,10.6,6.6,12.7,8.3,10.0,2018
4261000,Pittsburgh,PA,,10.6,6.7,6.0,3.4,20.9,10.4,23.2,12.6,13.2,2018
4830464,Grand Prairie,TX,,8.9,5.9,6.3,3.2,16.9,11.9,29.2,12.3,12.0,2018
4801924,Allen,TX,,7.9,4.2,4.7,2.1,12.7,8.1,19.7,8.7,9.7,2018
0827425,Fort Collins,CO,,8.8,4.7,4.8,2.5,14.8,6.0,13.0,10.2,10.6,2018
0602000,Anaheim,CA,,8.4,5.5,5.6,2.8,13.9,10.9,22.2,12.9,12.0,2018
0658072,Pomona,CA,,8.5,5.9,5.9,3.3,14.4,12.5,26.1,14.7,13.4,2018
1207300,Boca Raton,FL,,6.9,5.3,5.2,2.3,13.6,7.8,22.1,10.2,10.7,2018
4260000,Philadelphia,PA,,11.6,7.2,6.6,4.1,22.8,12.7,27.7,15.1,15.2,2018
0918430,Danbury,CT,,9.2,5.5,5.4,2.6,16.1,8.4,21.9,11.6,12.2,2018
4548535,Mount Pleasant,SC,,7.8,4.6,4.6,2.1,13.0,7.3,16.1,9.0,10.7,2018
5367167,Spokane Valley,WA,,10.7,7.0,5.9,2.9,19.0,8.9,18.6,12.6,13.1,2018
0015003,Honolulu,HI,,9.6,3.9,4.6,2.4,14.1,9.7,21.2,9.2,9.8,2018
4848804,Missouri City,TX,,8.4,4.1,4.7,2.5,13.4,10.4,21.8,9.2,9.6,2018
1150000,Washington,DC,,10.0,5.5,4.9,3.4,17.2,10.1,18.0,9.7,10.7,2018
4864472,San Angelo,TX,,8.7,6.1,6.1,3.0,18.3,11.2,27.5,12.8,12.3,2018
0680854,Tustin,CA,,8.0,4.7,4.9,2.4,11.9,9.4,18.4,10.9,10.6,2018
3961000,Parma,OH,,9.4,7.3,6.1,2.7,23.7,8.4,23.6,11.6,12.8,2018
4474300,Warwick,RI,,11.4,6.6,5.3,2.4,19.6,8.0,21.1,11.5,13.2,2018
0455000,Phoenix,AZ,,10.2,6.5,6.3,3.3,18.0,10.6,26.2,14.0,13.5,2018
4982950,West Jordan,UT,,8.9,4.5,4.7,2.5,11.0,7.9,16.7,10.4,11.7,2018
0647766,Milpitas,CA,,6.7,3.2,4.1,1.9,9.6,9.3,20.6,8.1,8.4,2018
0816000,Colorado Springs,CO,,9.5,5.0,5.2,2.7,16.1,7.2,16.7,11.2,11.4,2018
1258715,Port St. Lucie,FL,,8.2,7.4,6.5,3.2,20.7,10.3,30.3,13.5,13.2,2018
1707133,Bolingbrook,IL,,8.9,5.3,5.4,2.7,16.0,9.9,25.0,11.0,10.2,2018
0636000,Huntington Beach,CA,,8.2,4.7,4.7,2.2,12.2,7.8,14.9,10.0,10.4,2018
1263000,St. Petersburg,FL,,8.1,7.1,6.2,3.2,20.8,9.6,26.9,12.5,13.3,2018
2684000,Warren,MI,,11.5,9.2,6.9,3.4,26.7,10.5,26.6,15.3,15.7,2018
0624680,Fontana,CA,,9.2,5.8,6.0,3.2,14.5,12.0,25.1,13.7,12.9,2018
3650617,New Rochelle,NY,,10.5,5.5,5.2,2.7,14.6,9.1,25.2,11.1,11.1,2018
2523000,Fall River,MA,,13.1,10.1,7.4,3.7,27.9,10.6,30.1,16.1,18.5,2018
2964550,St. Joseph,MO,,10.1,8.7,6.7,3.4,27.4,10.5,30.0,15.9,15.1,2018
1723074,Elgin,IL,,9.1,6.1,6.0,2.9,17.4,10.4,26.2,12.7,11.8,2018
4147000,Medford,OR,,11.1,7.5,6.3,3.3,22.2,9.3,18.2,13.2,14.9,2018
0681204,Union City,CA,,7.5,3.7,4.3,2.1,11.7,9.6,19.3,9.0,9.5,2018
0678120,Temecula,CA,,8.1,4.6,4.9,2.3,13.0,7.9,17.8,10.0,10.7,2018
4817000,Corpus Christi,TX,,8.5,5.9,6.4,3.1,16.7,14.1,30.0,14.0,12.2,2018
4845384,McAllen,TX,,7.7,5.5,6.4,3.2,13.8,13.2,28.2,13.4,11.9,2018
4845000,Lubbock,TX,,9.1,6.2,6.3,3.2,18.3,11.1,28.9,12.8,12.6,2018
2686000,Westland,MI,,11.1,8.5,6.4,3.2,23.2,9.0,23.5,13.4,14.5,2018
1714000,Chicago,IL,,9.9,6.2,6.0,3.7,17.3,12.1,27.4,13.0,12.0,2018
0680000,Torrance,CA,,7.0,3.7,4.0,2.0,9.9,7.7,15.1,8.4,9.2,2018
2036000,Kansas City,KS,,10.6,8.0,7.1,4.1,24.8,13.2,35.6,13.7,13.5,2018
2829700,Gulfport,MS,,9.1,7.9,7.5,4.2,23.9,12.6,30.4,14.6,14.8,2018
2240735,Lafayette,LA,,9.1,7.3,6.8,3.6,22.1,11.2,27.5,13.4,13.6,2018
0804000,Aurora,CO,,9.1,5.4,5.3,3.0,17.9,8.0,19.8,11.2,11.8,2018
5147672,Lynchburg,VA,,9.6,7.1,6.3,3.6,20.5,11.4,25.7,13.1,13.4,2018
3137000,Omaha,NE,,8.5,6.0,5.9,3.1,19.7,9.1,24.8,10.9,11.0,2018
2555745,Quincy,MA,,9.8,5.4,5.3,2.4,16.0,8.3,20.0,10.2,11.8,2018
3601000,Albany,NY,,11.9,7.1,6.3,3.5,20.3,11.2,26.5,13.0,13.1,2018
2627440,Farmington Hills,MI,,9.4,5.3,5.0,2.3,15.4,7.7,17.9,9.8,10.5,2018
0846465,Loveland,CO,,8.9,4.9,4.8,2.5,16.0,5.8,13.4,10.3,10.8,2018
0632548,Hawthorne,CA,,9.2,5.8,5.6,3.5,14.7,12.4,24.5,13.9,13.2,2018
4837000,Irving,TX,,8.5,6.0,6.4,3.2,15.9,11.5,28.3,12.2,11.7,2018
0473000,Tempe,AZ,,9.6,5.5,5.5,2.8,15.7,8.8,20.7,11.5,11.9,2018
5380010,Yakima,WA,,10.6,7.7,6.8,3.7,19.2,10.9,24.8,15.5,15.0,2018
1214400,Coral Springs,FL,,7.4,5.7,5.4,2.7,15.1,9.3,24.6,11.1,11.8,2018
2603000,Ann Arbor,MI,,9.3,5.0,4.9,2.2,12.5,7.6,16.2,8.9,10.6,2018
0973000,Stamford,CT,,8.6,4.5,4.8,2.3,12.9,8.0,19.0,9.9,10.4,2018
0955990,Norwalk,CT,,8.9,4.7,4.9,2.4,13.7,8.1,19.5,10.3,10.9,2018
0485540,Yuma,AZ,,9.9,7.1,6.9,3.3,18.0,11.8,27.8,15.7,13.9,2018
4164900,Salem,OR,,10.4,6.7,6.2,3.1,18.7,9.0,19.2,13.0,14.1,2018
0622230,El Monte,CA,,8.1,5.9,6.2,3.3,15.3,13.9,30.4,15.4,13.8,2018
4857200,Pharr,TX,,8.3,6.6,7.3,3.8,16.5,15.2,34.1,16.3,14.0,2018
0684200,West Covina,CA,,7.3,4.2,4.5,2.3,11.0,9.9,20.3,10.5,10.4,2018
0669084,Santa Clara,CA,,7.4,3.7,4.3,2.0,9.5,8.1,17.7,8.4,8.8,2018
4853388,Odessa,TX,,8.8,5.9,6.2,3.0,17.8,11.6,32.1,12.8,12.3,2018
3251800,North Las Vegas,NV,,9.1,7.4,7.0,3.7,20.0,13.0,28.9,15.3,15.2,2018
0603666,Baldwin Park,CA,,7.8,5.0,5.5,2.9,13.2,12.4,26.7,13.8,12.5,2018
0877290,Thornton,CO,,9.1,4.9,5.0,2.6,18.7,7.4,19.1,11.1,11.1,2018
0664224,Salinas,CA,,9.1,6.5,6.5,3.4,16.2,12.7,29.2,15.2,13.9,2018
0845970,Longmont,CO,,8.4,5.0,4.9,2.5,14.8,6.4,13.5,10.6,10.7,2018
2404000,Baltimore,MD,,12.2,7.4,6.7,4.4,22.0,13.7,29.1,12.6,13.8,2018
0682996,Vista,CA,,8.7,6.0,5.7,3.0,15.3,9.9,21.6,12.7,13.4,2018
0673080,South Gate,CA,,8.6,6.0,6.3,3.4,14.5,13.6,29.5,16.4,14.2,2018
0137000,Huntsville,AL,,9.5,7.4,6.4,3.3,18.9,11.9,25.9,13.1,13.3,2018
0107000,Birmingham,AL,,10.5,8.7,7.5,5.0,22.6,16.7,35.8,16.3,15.1,2018
0135896,Hoover,AL,,7.9,5.1,5.1,2.2,13.9,8.0,20.2,9.6,10.4,2018
0617918,Daly City,CA,,7.0,3.5,4.2,2.0,10.9,9.6,19.8,8.6,9.1,2018
1751622,Naperville,IL,,8.0,3.9,4.4,1.9,11.9,6.7,16.8,8.3,8.4,2018
1239550,Lauderhill,FL,,9.9,8.3,6.8,4.9,22.0,15.0,35.4,15.8,15.7,2018
2255000,New Orleans,LA,,9.3,6.9,6.6,4.3,20.5,13.5,27.3,12.9,13.1,2018
4419180,Cranston,RI,,11.3,6.4,5.6,2.5,17.2,8.5,24.9,11.8,13.2,2018
1840788,Lafayette,IN,,10.7,7.7,6.8,3.3,21.9,10.2,27.1,13.5,14.1,2018
1938595,Iowa City,IA,,7.9,4.9,5.3,2.7,15.0,7.9,20.1,9.2,10.5,2018
2511000,Cambridge,MA,,9.7,4.2,4.5,2.2,11.7,7.6,16.6,8.7,10.3,2018
3539380,Las Cruces,NM,,10.3,5.8,6.1,3.1,15.9,11.0,20.2,13.8,12.5,2018
4807000,Beaumont,TX,,9.9,6.5,6.4,4.0,20.2,13.6,30.4,13.5,13.1,2018
2509000,Brockton,MA,,12.9,8.3,6.7,3.7,24.8,12.3,29.7,15.2,16.6,2018
4819972,Denton,TX,,8.7,5.8,5.7,2.9,17.8,9.9,23.8,11.6,12.0,2018
4957300,Orem,UT,,8.7,5.0,5.1,2.7,8.5,8.9,15.7,10.7,11.7,2018
2205000,Baton Rouge,LA,,9.4,7.2,7.0,4.1,20.4,13.8,30.5,13.7,13.7,2018
4955980,Ogden,UT,,9.5,6.3,6.3,3.4,13.7,10.9,27.3,14.7,14.1,2018
0203000,Anchorage,AK,,9.1,5.4,5.4,2.6,17.2,8.4,18.2,10.9,10.9,2018
5539225,Kenosha,WI,,9.5,6.5,6.3,3.1,20.6,9.6,22.8,12.5,13.0,2018
0616350,Corona,CA,,8.2,5.1,5.4,2.7,13.7,9.6,21.9,11.6,11.5,2018
0660102,Redwood City,CA,,8.2,4.4,4.6,2.2,11.9,8.2,17.4,9.7,10.4,2018
0646898,Merced,CA,,9.7,7.7,7.1,4.0,17.8,13.4,29.2,16.1,15.2,2018
0615044,Compton,CA,,10.2,7.0,6.5,4.6,17.0,15.3,29.6,16.9,15.2,2018
3474630,Union City,NJ,,8.3,6.6,7.0,3.3,17.9,12.5,43.4,16.5,13.5,2018
1368516,Sandy Springs,GA,,7.7,4.7,4.7,2.3,12.6,7.7,20.0,8.9,9.7,2018
5374060,Vancouver,WA,,10.2,6.4,5.8,3.0,17.5,9.4,18.7,12.6,13.1,2018
2545560,Newton,MA,,9.2,3.7,4.0,1.8,10.4,6.2,14.0,7.4,9.4,2018
2146027,Lexington,KY,,11.2,8.3,7.0,3.1,20.2,10.5,25.4,13.5,12.9,2018
4962470,Provo,UT,,8.9,5.3,5.3,2.9,9.1,9.5,16.9,11.4,12.6,2018
4513330,Charleston,SC,,8.8,5.6,5.3,2.9,15.9,10.0,20.8,11.2,12.6,2018
4822660,Edinburg,TX,,7.6,5.4,6.4,3.2,14.0,13.6,28.8,13.6,12.0,2018
3916000,Cleveland,OH,,11.7,10.3,8.3,5.4,29.5,15.8,36.1,17.3,16.4,2018
4454640,Pawtucket,RI,,12.9,8.4,6.8,3.4,21.0,10.9,31.2,15.3,16.2,2018
0640130,Lancaster,CA,,9.3,6.9,6.2,3.7,16.6,11.5,23.6,14.6,14.0,2018
